Date,Volume(Adjusted),Open,High,Low,Close,Adj Close,Volume,Result
30/4/2002,22957.1,11337.88965,11497.58008,11317.66016,11497.58008,11497.58008,229571000,1
1/5/2002,#VALUE!,null,null,null,null,null,null,0
2/5/2002,43359.06,11577.57031,11800.83008,11577.57031,11780.11035,11780.11035,433590600,1
3/5/2002,45035.74,11855.90039,11863.62012,11729.84961,11797.21973,11797.21973,450357400,0
6/5/2002,24790.74,11771.08008,11845.09961,11671.37988,11736.2002,11736.2002,247907400,0
7/5/2002,27245.08,11639.50977,11813.90039,11591.25977,11795.98047,11795.98047,272450800,1
8/5/2002,27846.8,11873.25,11890.71973,11699.33008,11768.30957,11768.30957,278468000,0
9/5/2002,33680.5,11957.16016,11962.09961,11677.54981,11700.75977,11700.75977,336805000,0
10/5/2002,20190.8,11720.45996,11752.95996,11630.04004,11645.90039,11645.90039,201908000,0
13/5/2002,19968.2,11653.54981,11772.92969,11650.62012,11733.42969,11733.42969,199682000,1
14/5/2002,16393.04,11824.92969,11824.92969,11662.00977,11690.30957,11690.30957,163930400,0
15/5/2002,25894,11791.53027,11902.70996,11738.08008,11838.36035,11838.36035,258940000,1
16/5/2002,18490.18,11838.53027,11839.57031,11762.25,11832.76953,11832.76953,184901800,0
17/5/2002,32124.72,11924.62012,12021.71973,11867.38965,11974.61035,11974.61035,321247200,1
20/5/2002,#VALUE!,null,null,null,null,null,null,0
21/5/2002,30796.34,11959.65039,12006.91992,11687.26953,11753.29004,11753.29004,307963400,0
22/5/2002,16691.04,11745.75977,11797.84961,11698.12012,11795.2002,11795.2002,166910400,1
23/5/2002,31329.78,11754.45996,11761.67969,11586.51953,11624.75,11624.75,313297800,0
24/5/2002,21876.54,11636.86035,11672.99023,11595.58984,11626.78027,11626.78027,218765400,0
27/5/2002,18801.32,11608.37988,11612.53027,11526.58984,11564.73047,11564.73047,188013200,0
28/5/2002,13539.96,11568.74023,11610.96973,11544.09961,11581.58008,11581.58008,135399600,1
29/5/2002,24888.86,11480.9502,11581.66992,11404.29981,11430.66016,11430.66016,248888600,0
30/5/2002,22822.12,11413.84961,11413.84961,11268.54004,11380.61035,11380.61035,228221200,0
31/5/2002,30232.14,11385.19043,11429.05957,11260.2002,11301.94043,11301.94043,302321400,0
3/6/2002,17635.86,11339.2002,11397.37012,11282.75977,11359.79981,11359.79981,176358600,1
4/6/2002,14965.1,11279.04981,11317.55957,11204.86035,11312.54981,11312.54981,149651000,1
5/6/2002,14182.18,11328.51953,11407.58984,11297.95996,11402.37988,11402.37988,141821800,1
6/6/2002,16771.44,11438.61035,11475.19043,11345.61035,11380.76953,11380.76953,167714400,0
7/6/2002,19177.58,11274.58984,11325.54004,11236.19043,11284.70996,11284.70996,191775800,1
10/6/2002,14803.6,11270.09961,11326.42969,11228.99023,11288.83984,11288.83984,148036000,1
11/6/2002,17968.88,11304.73047,11306.42969,11176,11215.01953,11215.01953,179688800,0
12/6/2002,18337.1,11167.17969,11167.17969,11117.29981,11147.96973,11147.96973,183371000,0
13/6/2002,16116.84,11173.76953,11191.49023,11105.40039,11119.33008,11119.33008,161168400,0
14/6/2002,19636.02,11024.58984,11066.75,10940.23047,10955.51953,10955.51953,196360200,0
17/6/2002,19297.52,10871.50977,10900.48047,10811.62012,10832.25977,10832.25977,192975200,0
18/6/2002,21638.06,10963.37012,10983.71973,10838.86035,10852.04004,10852.04004,216380600,0
19/6/2002,31092.14,10843.00977,10865.04004,10612.03027,10673.11035,10673.11035,310921400,0
20/6/2002,22542.1,10668.76953,10768.03027,10583.28027,10754.41016,10754.41016,225421000,1
21/6/2002,21258.72,10608.94043,10639.45996,10574.03027,10591.86035,10591.86035,212587200,0
24/6/2002,19040.52,10544.4502,10674.51953,10509.23047,10657.33984,10657.33984,190405200,1
25/6/2002,19511.84,10633.55957,10687.04004,10553.54004,10608.98047,10608.98047,195118400,0
26/6/2002,37178.56,10493.12988,10493.12988,10291.16016,10355.91992,10355.91992,371785600,0
27/6/2002,26942.52,10472.84961,10531.50977,10411.15039,10518.08984,10518.08984,269425200,1
28/6/2002,22166.82,10615.13965,10699.32031,10584.03027,10598.54981,10598.54981,221668200,0
1/7/2002,#VALUE!,null,null,null,null,null,null,0
2/7/2002,18874.8,10511.12012,10511.12012,10436.45996,10491.75977,10491.75977,188748000,0
3/7/2002,19868.68,10407.58008,10627.07031,10407.58008,10579.19043,10579.19043,198686800,1
4/7/2002,22235.02,10578.2002,10769.53027,10566.54981,10765.58008,10765.58008,222350200,1
5/7/2002,16090.72,10810.38965,10845.87988,10754.28027,10806.16016,10806.16016,160907200,0
8/7/2002,15365.76,10923.5,10939.55957,10766.98047,10803.4502,10803.4502,153657600,0
9/7/2002,12420.3,10831.12012,10860.63965,10786.37012,10843.15039,10843.15039,124203000,1
10/7/2002,15664.94,10774.34961,10829.54004,10747.91992,10787.54004,10787.54004,156649400,1
11/7/2002,26895.76,10637.59961,10655.23047,10482.73047,10558.80957,10558.80957,268957600,0
12/7/2002,20799.42,10582.57031,10655.28027,10529.91992,10648.29981,10648.29981,207994200,1
15/7/2002,12648.04,10556.5,10597.34961,10499.09961,10581.66016,10581.66016,126480400,1
16/7/2002,18211.18,10516.63965,10573.07031,10399.66992,10421.49023,10421.49023,182111800,0
17/7/2002,25811.28,10336.78027,10362.45996,10213.01953,10335.12012,10335.12012,258112800,0
18/7/2002,16921.3,10414.58008,10461.33008,10350.25,10452.54981,10452.54981,169213000,1
19/7/2002,18613.08,10370.82031,10377.40039,10280.45996,10325.45996,10325.45996,186130800,0
22/7/2002,22502.54,10166.25977,10182.2002,10080.12012,10110.25,10110.25,225025400,0
23/7/2002,25621.16,9980.290039,10322.49023,9977.769531,10313.88965,10313.88965,256211600,1
24/7/2002,26819.76,10133.65039,10133.65039,9912.959961,9971.990234,9971.990234,268197600,0
25/7/2002,25108.62,10143.01953,10165.83008,9872.290039,9884.780273,9884.780273,251086200,0
26/7/2002,26214.22,9801.589844,9894.639648,9687.5,9773.120117,9773.120117,262142200,0
29/7/2002,17035.64,9873.44043,9983.040039,9829.549805,9975.990234,9975.990234,170356400,1
30/7/2002,26412.44,10240.41992,10285.48047,10151.61035,10155.25,10155.25,264124400,0
31/7/2002,16141.28,10169.28027,10290.07031,10123.2002,10267.36035,10267.36035,161412800,1
1/8/2002,17366.44,10244.53027,10329.04981,10175.08008,10180.01953,10180.01953,173664400,0
2/8/2002,18066.34,10026.65039,10058.48047,9968.919922,9991.719727,9991.719727,180663400,0
5/8/2002,18799.92,9913.080078,9976.69043,9823.950195,9862.330078,9862.330078,187999200,0
6/8/2002,22846.14,9780.179688,9782.889648,9632.980469,9700.69043,9700.69043,228461400,0
7/8/2002,17715.76,9883.679688,10007.9502,9851.280273,9977.740234,9977.740234,177157600,1
8/8/2002,15997.42,9960.679688,9997.179688,9895.280273,9962.240234,9962.240234,159974200,1
9/8/2002,17313.78,10128.70996,10149.90039,10007.42969,10014.05957,10014.05957,173137800,0
12/8/2002,13572.12,10039.76953,10039.76953,9929.379883,9959.919922,9959.919922,135721200,0
13/8/2002,15093.72,9962.580078,10132.40039,9958.05957,10100.05957,10100.05957,150937200,1
14/8/2002,19554.96,10064.62988,10064.62988,9883.089844,9961.349609,9961.349609,195549600,0
15/8/2002,25706.38,10123.07031,10264.66016,10123.07031,10219.70996,10219.70996,257063800,1
16/8/2002,21121.4,10240.59961,10299.71973,10205.51953,10265.04004,10265.04004,211214000,1
19/8/2002,12651.22,10250.40039,10279.25,10166.54004,10246.95996,10246.95996,126512200,0
20/8/2002,18741.4,10390.30957,10431.76953,10373.50977,10408.00977,10408.00977,187414000,1
21/8/2002,19058.06,10317.71973,10409.30957,10293.70996,10402.25977,10402.25977,190580600,1
22/8/2002,15580.54,10452.5,10456.61035,10367,10424,10424,155805400,0
23/8/2002,16780.8,10472.7002,10478.65039,10241.17969,10245.69043,10245.69043,167808000,0
26/8/2002,10686.66,10232.87988,10263.83008,10192.00977,10226.33008,10226.33008,106866600,0
27/8/2002,10585.82,10233.71973,10266.75977,10125.2002,10185.51953,10185.51953,105858200,0
28/8/2002,17473.76,10130.37988,10158.69043,10070.28027,10130.25,10130.25,174737600,0
29/8/2002,18377.86,10034.17969,10075.26953,9988.860352,10061.15039,10061.15039,183778600,1
30/8/2002,16439.16,10034.21973,10089.69043,10004.87012,10043.87012,10043.87012,164391600,1
2/9/2002,17245.62,10039.66992,10044.57031,9861.870117,9896.980469,9896.980469,172456200,0
3/9/2002,20335.8,9862.389648,9873.110352,9748.179688,9790.679688,9790.679688,203358000,0
4/9/2002,24749.2,9643.19043,9830.450195,9629.219727,9820.330078,9820.330078,247492000,1
5/9/2002,19141.24,9823.740234,9833.679688,9710.290039,9726.030273,9726.030273,191412400,0
6/9/2002,21927.24,9650.94043,9750.900391,9631.730469,9720.860352,9720.860352,219272400,1
9/9/2002,16539.08,9781.540039,9783.44043,9672.19043,9723.669922,9723.669922,165390800,0
10/9/2002,18177.04,9762.839844,9906.849609,9761.099609,9885.769531,9885.769531,181770400,1
11/9/2002,6387.34,9927.730469,9946.009766,9845,9882.349609,9882.349609,63873400,0
12/9/2002,17080.46,9871.320313,9954.820313,9807.540039,9896.330078,9896.330078,170804600,1
13/9/2002,28380.6,9773.620117,9784,9609.769531,9650.969727,9650.969727,283806000,0
16/9/2002,32283.86,9624.839844,9639.469727,9454.919922,9505.129883,9505.129883,322838600,0
17/9/2002,29691.16,9605.320313,9732.330078,9563.19043,9707.25,9707.25,296911600,1
18/9/2002,22498.84,9517.419922,9517.419922,9401.490234,9474.070313,9474.070313,224988400,0
19/9/2002,18664.72,9485.549805,9511.290039,9389.870117,9427.790039,9427.790039,186647200,0
20/9/2002,22092.06,9260.469727,9337.860352,9210.94043,9328.219727,9328.219727,220920600,1
23/9/2002,14186.34,9295.69043,9322.360352,9219.080078,9314.870117,9314.870117,141863400,1
24/9/2002,17309.1,9167.759766,9213.280273,9141.120117,9197.679688,9197.679688,173091000,1
25/9/2002,20511.52,9076.830078,9193.80957,9014.580078,9124.910156,9124.910156,205115200,1
26/9/2002,17130.06,9251.240234,9286.269531,9206.900391,9270.709961,9270.709961,171300600,1
27/9/2002,20713.48,9338.660156,9368.139648,9245.879883,9294.459961,9294.459961,207134800,0
30/9/2002,22172.4,9098.929688,9125.929688,9046.959961,9072.209961,9072.209961,221724000,0
1/10/2002,#VALUE!,null,null,null,null,null,null,0
2/10/2002,28200.88,9227.379883,9241.860352,9062.490234,9109.349609,9109.349609,282008800,0
3/10/2002,26343.32,9054.570313,9106.900391,8915,8984.320313,8984.320313,263433200,0
4/10/2002,23671.46,8989.650391,9065.519531,8971.919922,9051.370117,9051.370117,236714600,1
7/10/2002,24096.8,8844.69043,8936.339844,8844.110352,8931.400391,8931.400391,240968000,1
8/10/2002,24706.82,8910.080078,8989.679688,8883.160156,8977.410156,8977.410156,247068200,1
9/10/2002,22298.38,8945.959961,8986.009766,8876.620117,8977.349609,8977.349609,222983800,1
10/10/2002,24472.94,8808.349609,8863.459961,8772.480469,8858.69043,8858.69043,244729400,1
11/10/2002,22106.78,8956.330078,8990.759766,8863.459961,8965.730469,8965.730469,221067800,1
14/10/2002,#VALUE!,null,null,null,null,null,null,0
15/10/2002,40354.76,9153.25,9348.679688,9131.410156,9336.389648,9336.389648,403547600,1
16/10/2002,34148.14,9515.070313,9515.070313,9416.820313,9459.139648,9459.139648,341481400,0
17/10/2002,26824.26,9465.610352,9598.490234,9465.610352,9576.150391,9576.150391,268242600,1
18/10/2002,42666.36,9741.049805,9744.639648,9603.730469,9613.070313,9613.070313,426663600,0
21/10/2002,18620.68,9593.650391,9641.080078,9549.089844,9570.360352,9570.360352,186206800,0
22/10/2002,19571.72,9633.509766,9656.900391,9507.990234,9548.94043,9548.94043,195717200,0
23/10/2002,39844.78,9545.660156,9809.509766,9545.660156,9804.650391,9804.650391,398447800,1
24/10/2002,30034.14,9774.780273,9803.299805,9712.900391,9787.490234,9787.490234,300341400,1
25/10/2002,20114.86,9715.669922,9728.55957,9655,9722.540039,9722.540039,201148600,1
28/10/2002,20884.16,9732.599609,9860.870117,9730,9853.740234,9853.740234,208841600,1
29/10/2002,19892.34,9799.870117,9812.150391,9626.990234,9634.669922,9634.669922,198923400,0
30/10/2002,21266.12,9605.639648,9652.150391,9546.580078,9560.459961,9560.459961,212661200,0
31/10/2002,17478.94,9609.160156,9625.719727,9418.879883,9441.25,9441.25,174789400,0
1/11/2002,19914.88,9467.889648,9495.150391,9388.349609,9407.679688,9407.679688,199148800,0
4/11/2002,21326.74,9587.969727,9739.129883,9565.790039,9720.830078,9720.830078,213267400,1
5/11/2002,19396.7,9751.929688,9751.929688,9606.679688,9655.360352,9655.360352,193967000,0
6/11/2002,25454.3,9788.30957,9822.070313,9751.679688,9773.980469,9773.980469,254543000,0
7/11/2002,33546.96,9758.660156,9880.129883,9719.639648,9844.379883,9844.379883,335469600,1
8/11/2002,31333.78,9714.19043,9796.469727,9708.19043,9770.679688,9770.679688,313337800,1
11/11/2002,26472.84,9699.75,9699.75,9527.830078,9580.879883,9580.879883,264728400,0
12/11/2002,22838.94,9530.459961,9650.089844,9522.450195,9613.839844,9613.839844,228389400,1
13/11/2002,20087.36,9645.879883,9645.879883,9533.5,9616.620117,9616.620117,200873600,0
14/11/2002,34567.8,9644.209961,9806.080078,9644.209961,9740.839844,9740.839844,345678000,1
15/11/2002,42489.78,9721.860352,9885.980469,9721.860352,9865.650391,9865.650391,424897800,1
18/11/2002,25030.44,9994.290039,10006.07031,9843.089844,9920.089844,9920.089844,250304400,0
19/11/2002,23691.76,9882.389648,9996.889648,9856.950195,9965.030273,9965.030273,236917600,1
20/11/2002,18993.64,9952.450195,10011.53027,9947.540039,9971.150391,9971.150391,189936400,1
21/11/2002,21418.94,10081.01953,10081.01953,9989.790039,10003.54004,10003.54004,214189400,0
22/11/2002,20548.66,10112.50977,10128.69043,10038.00977,10065.32031,10065.32031,205486600,0
25/11/2002,24600.92,10031.33008,10118.87012,10028.98047,10100.76953,10100.76953,246009200,1
26/11/2002,22590.52,10052.44043,10057.75977,9976.450195,9995.519531,9995.519531,225905200,0
27/11/2002,29896.74,9912.839844,10013.65039,9912.019531,9944.589844,9944.589844,298967400,1
28/11/2002,41745.5,10090.42969,10168.91016,10082.69043,10147.83984,10147.83984,417455000,1
29/11/2002,32438.4,10170.29981,10170.29981,10061.88965,10069.87012,10069.87012,324384000,0
2/12/2002,32070.92,10107.95996,10205.16016,10079.50977,10205.16016,10205.16016,320709200,1
3/12/2002,28880.76,10187.84961,10246.86035,10179.63965,10227.00977,10227.00977,288807600,1
4/12/2002,40024.4,10123.25977,10123.25977,9941.929688,9995.730469,9995.730469,400244000,0
5/12/2002,17726.24,9997.620117,10036.51953,9940.25,10009.87988,10009.87988,177262400,1
6/12/2002,20189.16,9940.599609,9978.849609,9890.620117,9973.75,9973.75,201891600,1
9/12/2002,52814.54,9988.69043,9999.389648,9821.55957,9868.480469,9868.480469,528145400,0
10/12/2002,39831.8,9763.790039,9868.740234,9763.790039,9857.990234,9857.990234,398318000,1
11/12/2002,30418.46,9874.929688,9884.160156,9742,9784.570313,9784.570313,304184600,0
12/12/2002,16764.2,9816.990234,9852.570313,9772.799805,9813.780273,9813.780273,167642000,0
13/12/2002,19473.36,9743.19043,9754.860352,9695.740234,9728.429688,9728.429688,194733600,0
16/12/2002,15016.76,9644.639648,9677.849609,9627.709961,9656.459961,9656.459961,150167600,1
17/12/2002,22519.78,9787.240234,9787.639648,9682.019531,9715.740234,9715.740234,225197800,0
18/12/2002,23240.14,9652.769531,9657.450195,9527.490234,9548.650391,9548.650391,232401400,0
19/12/2002,26397.74,9544.900391,9590.209961,9477.820313,9557.860352,9557.860352,263977400,1
20/12/2002,22508.32,9499.769531,9631.530273,9478.919922,9628.69043,9628.69043,225083200,1
23/12/2002,22611.4,9640.919922,9640.919922,9552.070313,9570.929688,9570.929688,226114000,0
24/12/2002,10321.92,9586.259766,9593.929688,9554.30957,9561.629883,9561.629883,103219200,0
25/12/2002,#VALUE!,null,null,null,null,null,null,0
26/12/2002,#VALUE!,null,null,null,null,null,null,0
27/12/2002,13767.12,9542.490234,9550.589844,9426.05957,9445.259766,9445.259766,137671200,0
30/12/2002,22073.04,9345.669922,9362.700195,9244.900391,9272.330078,9272.330078,220730400,0
31/12/2002,7619.34,9298.780273,9332.019531,9291.769531,9321.290039,9321.290039,76193400,1
1/1/2003,#VALUE!,null,null,null,null,null,null,0
2/1/2003,12690.74,9333.639648,9378.349609,9294.530273,9365.519531,9365.519531,126907400,1
3/1/2003,29145.44,9523.25,9585.660156,9520.849609,9583.849609,9583.849609,291454400,1
6/1/2003,23491.28,9605.089844,9683.860352,9560.820313,9665.959961,9665.959961,234912800,1
7/1/2003,26702.18,9710.790039,9710.790039,9592.290039,9652.400391,9652.400391,267021800,0
8/1/2003,20243.92,9632.360352,9781.080078,9624.040039,9688.209961,9688.209961,202439200,1
9/1/2003,12962.32,9626.139648,9677.589844,9599.240234,9675.410156,9675.410156,129623200,1
10/1/2003,17286.22,9711.759766,9778.280273,9688.990234,9721.5,9721.5,172862200,1
13/1/2003,19796.76,9752.299805,9834.080078,9752.299805,9834.080078,9834.080078,197967600,1
14/1/2003,16815.2,9812.910156,9843.80957,9780.540039,9796.30957,9796.30957,168152000,0
15/1/2003,21521.88,9807.429688,9892.700195,9807.429688,9873.490234,9873.490234,215218800,1
16/1/2003,18995.5,9798.160156,9823.629883,9727.299805,9743.230469,9743.230469,189955000,0
17/1/2003,17165.94,9730.549805,9733.44043,9597.230469,9614.589844,9614.589844,171659400,0
20/1/2003,17622.3,9551.55957,9560.389648,9501.519531,9552.019531,9552.019531,176223000,1
21/1/2003,14295.16,9558.200195,9595.259766,9548.139648,9568.469727,9568.469727,142951600,1
22/1/2003,17765.48,9484.889648,9581.240234,9456.660156,9560.290039,9560.290039,177654800,1
23/1/2003,14368.2,9513.580078,9606.870117,9513.580078,9584.700195,9584.700195,143682000,1
24/1/2003,22019.2,9558.480469,9575.269531,9416.120117,9460.599609,9460.599609,220192000,0
27/1/2003,19205.94,9326.759766,9326.759766,9253.360352,9298.669922,9298.669922,192059400,0
28/1/2003,13283.92,9244.299805,9341.110352,9237.450195,9325.599609,9325.599609,132839200,1
29/1/2003,17959.12,9272.280273,9281.990234,9203.679688,9240.790039,9240.790039,179591200,0
30/1/2003,15187.42,9251.94043,9266.150391,9179.240234,9258.950195,9258.950195,151874200,1
31/1/2003,#VALUE!,null,null,null,null,null,null,0
3/2/2003,#VALUE!,null,null,null,null,null,null,0
4/2/2003,15705.6,9327.320313,9331.950195,9208.230469,9252.709961,9252.709961,157056000,0
5/2/2003,15641.84,9214.639648,9238.919922,9156.30957,9180.469727,9180.469727,156418400,0
6/2/2003,19153.06,9178.259766,9184.759766,9094.860352,9126.150391,9126.150391,191530600,0
7/2/2003,15325.08,9099.410156,9163.669922,9072.669922,9150.950195,9150.950195,153250800,1
10/2/2003,14562.8,9135.099609,9232.139648,9131.620117,9232.139648,9232.139648,145628000,1
11/2/2003,20174,9237.19043,9285.05957,9151.219727,9194.910156,9194.910156,201740000,0
12/2/2003,17336.04,9169.860352,9334.900391,9162.519531,9314.900391,9314.900391,173360400,1
13/2/2003,18225.12,9273.379883,9283.230469,9142.94043,9173.429688,9173.429688,182251200,0
14/2/2003,12709.54,9201.110352,9253.870117,9191.009766,9201.759766,9201.759766,127095400,1
17/2/2003,19306.4,9311.650391,9392.860352,9311.650391,9383.679688,9383.679688,193064000,1
18/2/2003,12344.48,9367.94043,9417.700195,9342.049805,9397.049805,9397.049805,123444800,1
19/2/2003,17120.22,9461.129883,9463.990234,9389.400391,9427.629883,9427.629883,171202200,0
20/2/2003,15713.86,9415.209961,9460.889648,9381.139648,9390.480469,9390.480469,157138600,0
21/2/2003,17547.92,9361.049805,9364.830078,9231.370117,9250.860352,9250.860352,175479200,0
24/2/2003,11964.56,9302.730469,9313.80957,9231.009766,9239.469727,9239.469727,119645600,0
